Beat,Description,Grid,Occurence_Date,Offense_Category,Offense_Code,Offense_Ext,Police_District,Record_ID,Day_of_the_Week,Month,Year,Hour,Encoded_Beat
1B,459 PC BURG VEHICLE,410,"Tue 04-21-2020, 07:55:00 AM",BURGLARY,2299,01,1,1450961,2,21,2020,07,1
4A,459 PC BURG VEHICLE,935,"Tue 04-21-2020, 02:00:00 AM",BURGLARY,2299,01,4,1450966,2,21,2020,02,9
3B,459 PC BURG BUSINESS-FORCE,746,"Fri 04-24-2020, 12:46:00 AM",BURGLARY,2203,0,3,1450968,5,24,2020,00,7
1B,459 PC BURG VEHICLE,444,"Fri 04-24-2020, 05:34:00 AM",BURGLARY,2299,01,1,1450969,5,24,2020,05,1
6C,1708 US THEFT OF MAIL,1113,"Wed 03-04-2020, 11:15:00 AM",LARCENY,2310,0,6,1450974,3,04,2020,11,17
6C,484 PC PETTY THEFT,1441,"Fri 04-03-2020, 03:00:00 PM",LARCENY,2399,2,6,1450976,5,03,2020,15,17
1A,459 PC BURG VEHICLE,333,"Sat 04-25-2020, 12:18:00 AM",BURGLARY,2299,01,1,1450978,6,25,2020,00,0
5C,484 PC PETTY THEFT,1654,"Sat 04-18-2020, 10:24:00 PM",LARCENY,2399,2,5,1450982,6,18,2020,22,14
2A,487(A) GRAND THEFT-AUTO PARTS,510,"Sat 04-25-2020, 02:58:00 PM",LARCENY,2304,1,2,1451015,6,25,2020,14,3
5B,487(A) GRAND THEFT-AUTO PARTS,1359,"Tue 04-21-2020, 05:00:00 PM",LARCENY,2304,1,5,1451026,2,21,2020,17,13
3A,O/S AGENCY  10851 VC LOCATE,707,"Fri 04-24-2020, 02:38:00 PM",AUTO THEFT,2404,13,3,1451036,5,24,2020,14,6
4C,1708 US THEFT OF MAIL,1255,"Sat 04-25-2020, 07:54:00 AM",LARCENY,2310,0,4,1451045,6,25,2020,07,11
6A,O/S AGENCY  10851 VC LOCATE,1051,"Tue 04-21-2020, 12:31:00 PM",AUTO THEFT,2404,13,6,1451054,2,21,2020,12,15
2B,459 PC BURG BUSINESS-FORCE,564,"Mon 04-20-2020, 01:00:00 PM",BURGLARY,2203,0,2,1451060,1,20,2020,13,4
2A,490.2 GRAND THEFT <$950,513,"Mon 04-20-2020, 07:00:00 AM",LARCENY,2399,40,2,1451061,1,20,2020,07,3
5A,484 PETTY THEFT/LICENSE PLATE,1522,"Sat 04-25-2020, 07:30:00 PM",LARCENY,2399,4,5,1451063,6,25,2020,19,12
6C,484 PETTY THEFT/LICENSE PLATE,1441,"Sat 04-25-2020, 09:00:00 PM",LARCENY,2399,4,6,1451064,6,25,2020,21,17
4A,484 PETTY THEFT/LICENSE PLATE,927,"Sat 04-25-2020, 11:00:00 PM",LARCENY,2399,4,4,1451077,6,25,2020,23,9
3B,484 PETTY THEFT/LICENSE PLATE,768,"Sun 04-26-2020, 01:00:00 PM",LARCENY,2399,4,3,1451079,7,26,2020,13,7
6E,459 PC BURG VEHICLE,877,"Sat 04-25-2020, 05:00:00 PM",BURGLARY,2299,01,6,1451083,6,25,2020,17,19
6E,459 PC BURG BUSINESS-NO FORCE,877,"Sat 04-25-2020, 01:50:00 AM",BURGLARY,2205,0,6,1451084,6,25,2020,01,19
6C,O/S AGENCY  10851 VC LOCATE,1134,"Fri 04-24-2020, 09:41:00 PM",AUTO THEFT,2404,13,6,1451087,5,24,2020,21,17
1C,O/S AGENCY  10851 VC LOCATE,449,"Sat 04-25-2020, 05:09:00 PM",AUTO THEFT,2404,13,1,1451099,6,25,2020,17,2
6E,O/S AGENCY  10851 VC LOCATE,877,"Sat 04-25-2020, 03:02:00 PM",AUTO THEFT,2404,13,6,1451110,6,25,2020,15,19
6C,O/S AGENCY  10851 VC LOCATE,1143,"Sat 04-25-2020, 10:34:00 PM",AUTO THEFT,2404,13,6,1451112,6,25,2020,22,17
2B,215(A) PC CARJACKING,564,"Sat 04-25-2020, 10:35:00 PM",ROBBERY,1212,0,2,1451113,6,25,2020,22,4
2A,O/S AGENCY  10851 VC LOCATE,508,"Wed 04-22-2020, 10:45:00 AM",AUTO THEFT,2404,13,2,1451127,3,22,2020,10,3
1A,484 PC PETTY THEFT,106,"Thu 04-23-2020, 01:00:00 PM",LARCENY,2399,2,1,1451139,4,23,2020,13,0
1B,459 PC BURG VEHICLE,401,"Fri 04-24-2020, 03:00:00 PM",BURGLARY,2299,01,1,1451151,5,24,2020,15,1
3A,459 PC BURG RESIDENCE-FORCE,765,"Wed 04-22-2020, 11:00:00 PM",BURGLARY,2202,0,3,1451152,3,22,2020,23,6
1B,1708 US THEFT OF MAIL,444,"Thu 04-23-2020, 04:00:00 PM",LARCENY,2310,0,1,1451159,4,23,2020,16,1
4C,1708 US THEFT OF MAIL,1296,"Tue 04-21-2020, 09:50:00 PM",LARCENY,2310,0,4,1451175,2,21,2020,21,11
2B,459 PC BURG VEHICLE,551,"Fri 04-03-2020, 03:20:00 AM",BURGLARY,2299,01,2,1451182,5,03,2020,03,4
1A,1708 US THEFT OF MAIL,343,"Thu 04-23-2020, 10:00:00 PM",LARCENY,2310,0,1,1451204,4,23,2020,22,0
3M,211 PC ROBBERY-BANK,752,"Mon 04-27-2020, 12:11:00 PM",ROBBERY,1211,0,3,1451205,1,27,2020,12,8
6C,1708 US THEFT OF MAIL,1112,"Fri 04-17-2020, 04:18:00 PM",LARCENY,2310,0,6,1451212,5,17,2020,16,17
6C,459 PC BURG VEHICLE,1441,"Tue 04-21-2020, 02:19:00 PM",BURGLARY,2299,01,6,1451213,2,21,2020,14,17
2A,211 PC ROBBERY-UNSPECIFIED,233,"Sat 04-25-2020, 12:03:00 PM",ROBBERY,1299,0,2,1451214,6,25,2020,12,3
3A,459 PC BURG BUSINESS-FORCE,776,"Mon 04-27-2020, 12:48:00 AM",BURGLARY,2203,0,3,1451226,1,27,2020,00,6
3B,487(A) PC GRAND THEFT >$950,746,"Mon 04-27-2020, 07:59:00 AM",LARCENY,2303,1,3,1451228,1,27,2020,07,7
3B,602(O)(1)TRESP:RTL:OFFICER REQ,766,"Sun 04-26-2020, 03:47:00 PM",TRESPASS,5707,72,3,1451243,7,26,2020,15,7
3M,484 PC PETTY THEFT,741,"Sun 04-26-2020, 06:17:00 PM",LARCENY,2399,2,3,1451247,7,26,2020,18,8
6C,211 PC ROBBERY-BUSINESS,1111,"Mon 04-27-2020, 05:11:00 PM",ROBBERY,1299,2,6,1451254,1,27,2020,17,17
2C,459 PC BURG BUSINESS-FORCE,626,"Sat 04-11-2020, 11:32:00 PM",BURGLARY,2203,0,2,1451262,6,11,2020,23,5
3B,459 PC BURG RESIDENCE-NO FORCE,717,"Thu 04-23-2020, 06:00:00 PM",BURGLARY,2204,0,3,1451270,4,23,2020,18,7
3M,459 PC BURG BUSINESS-FORCE,744,"Fri 04-24-2020, 05:00:00 AM",BURGLARY,2203,0,3,1451272,5,24,2020,05,8
4A,459 PC BURG RESIDENCE-FORCE,906,"Fri 04-24-2020, 07:15:00 AM",BURGLARY,2202,0,4,1451274,5,24,2020,07,9
3A,459 PC BURG VEHICLE,774,"Fri 04-24-2020, 12:00:00 AM",BURGLARY,2299,01,3,1451275,5,24,2020,00,6
5B,459 PC BURG RESIDENCE-NO FORCE,1602,"Fri 04-24-2020, 04:00:00 PM",BURGLARY,2204,0,5,1451277,5,24,2020,16,13
1B,459 PC BURG VEHICLE,411,"Tue 04-21-2020, 04:19:00 AM",BURGLARY,2299,01,1,1451284,2,21,2020,04,1
6B,459 PC BURG VEHICLE,1064,"Thu 04-16-2020, 07:15:00 AM",BURGLARY,2299,01,6,1451285,4,16,2020,07,16
3A,602 PC TRESPASS,706,"Sun 04-26-2020, 03:29:00 PM",PRIVACY,5707,0,3,1451290,7,26,2020,15,6
6B,O/S AGENCY  10851 VC LOCATE,1421,"Sun 04-26-2020, 04:07:00 PM",AUTO THEFT,2404,13,6,1451292,7,26,2020,16,16
4A,484 PETTY THEFT/LICENSE PLATE,907,"Mon 04-27-2020, 10:00:00 PM",LARCENY,2399,4,4,1451293,1,27,2020,22,9
1A,487(A) PC GRAND THEFT >$950,356,"Wed 04-22-2020, 11:59:00 PM",LARCENY,2303,1,1,1451294,3,22,2020,23,0
2A,459 PC BURG VEHICLE,232,"Mon 04-27-2020, 06:00:00 PM",BURGLARY,2299,01,2,1451295,1,27,2020,18,3
1B,459 PC BURG VEHICLE,444,"Tue 04-21-2020, 12:24:00 PM",BURGLARY,2299,01,1,1451317,2,21,2020,12,1
1B,459 PC BURG RESIDENCE-FORCE,410,"Sat 04-25-2020, 01:23:00 AM",BURGLARY,2202,0,1,1451322,6,25,2020,01,1
5A,459 PC BURG RESIDENCE-FORCE,1391,"Fri 04-24-2020, 11:00:00 PM",BURGLARY,2202,0,5,1451323,5,24,2020,23,12
1A,459 PC BURG VEHICLE,302,"Sat 04-25-2020, 08:48:00 PM",BURGLARY,2299,01,1,1451325,6,25,2020,20,0
6D,459 PC BURG BUSINESS-FORCE,856,"Sat 04-25-2020, 03:00:00 PM",BURGLARY,2203,0,6,1451326,6,25,2020,15,18
6D,459 PC BURG BUSINESS-FORCE,855,"Sun 04-26-2020, 04:44:00 AM",BURGLARY,2203,0,6,1451327,7,26,2020,04,18
5B,459 PC BURG BUSINESS-FORCE,1369,"Sun 04-26-2020, 01:32:00 PM",BURGLARY,2203,0,5,1451331,7,26,2020,13,13
4A,602 PC TRESPASS,927,"Sun 04-26-2020, 04:58:00 PM",PRIVACY,5707,0,4,1451338,7,26,2020,16,9
6E,602 PC TRESPASS,1115,"Mon 04-27-2020, 07:48:00 AM",PRIVACY,5707,0,6,1451365,1,27,2020,07,19
6E,602 PC TRESPASS,1115,"Mon 04-27-2020, 09:24:00 AM",PRIVACY,5707,0,6,1451366,1,27,2020,09,19
4B,602 PC TRESPASS,969,"Mon 04-27-2020, 10:54:00 AM",PRIVACY,5707,0,4,1451367,1,27,2020,10,10
3A,211 PC ROBBERY-UNSPECIFIED,702,"Mon 04-27-2020, 04:00:00 AM",ROBBERY,1299,0,3,1451371,1,27,2020,04,6
5B,459 PC BURG VEHICLE,1631,"Tue 04-14-2020, 01:00:00 AM",BURGLARY,2299,01,5,1451388,2,14,2020,01,13
4C,1708 US THEFT OF MAIL,1269,"Sun 04-26-2020, 06:59:00 AM",LARCENY,2310,0,4,1451389,7,26,2020,06,11
2B,O/S AGENCY  10851 VC LOCATE,545,"Mon 04-27-2020, 10:20:00 AM",AUTO THEFT,2404,13,2,1451395,1,27,2020,10,4
6E,459 PC BURG VEHICLE,899,"Mon 04-27-2020, 04:00:00 PM",BURGLARY,2299,01,6,1451412,1,27,2020,16,19
1A,602 PC TRESPASS,333,"Tue 04-28-2020, 02:27:00 PM",PRIVACY,5707,0,1,1451413,2,28,2020,14,0
6B,459 PC BURG BUSINESS-NO FORCE,1421,"Mon 04-27-2020, 08:50:00 PM",BURGLARY,2205,0,6,1451429,1,27,2020,20,16
4A,602 PC TRESPASS,956,"Mon 04-27-2020, 03:55:00 PM",PRIVACY,5707,0,4,1451435,1,27,2020,15,9
6B,1708 US THEFT OF MAIL,1004,"Mon 04-27-2020, 11:00:00 AM",LARCENY,2310,0,6,1451450,1,27,2020,11,16
1B,459 PC BURG VEHICLE,444,"Thu 04-09-2020, 11:59:00 PM",BURGLARY,2299,01,1,1451453,4,09,2020,23,1
1A,459 PC BURG VEHICLE,104,"Tue 04-28-2020, 04:59:00 AM",BURGLARY,2299,01,1,1451457,2,28,2020,04,0
6D,459 PC BURG VEHICLE,844,"Sat 04-25-2020, 01:20:00 AM",BURGLARY,2299,01,6,1451464,6,25,2020,01,18
6E,211 PC ROBBERY-UNSPECIFIED,1115,"Tue 04-28-2020, 02:15:00 PM",ROBBERY,1299,0,6,1451465,2,28,2020,14,19
4C,1708 US THEFT OF MAIL,1269,"Sun 04-26-2020, 12:00:00 AM",LARCENY,2310,0,4,1451468,7,26,2020,00,11
4A,484 PETTY THEFT/LICENSE PLATE,907,"Mon 04-27-2020, 02:00:00 PM",LARCENY,2399,4,4,1451471,1,27,2020,14,9
1A,459 PC BURG BUSINESS-FORCE,313,"Tue 04-28-2020, 03:52:00 AM",BURGLARY,2203,0,1,1451473,2,28,2020,03,0
5C,484 PETTY THEFT/LICENSE PLATE,1624,"Tue 04-28-2020, 07:00:00 AM",LARCENY,2399,4,5,1451493,2,28,2020,07,14
4A,484 PETTY THEFT CLOUT UNLOCKED,946,"Mon 04-20-2020, 09:00:00 PM",LARCENY,2305,0,4,1451503,1,20,2020,21,9
4A,487(A) PC GRAND THEFT >$950,901,"Sat 04-18-2020, 05:30:00 PM",LARCENY,2303,1,4,1451505,6,18,2020,17,9
1B,484 PETTY THEFT/LICENSE PLATE,478,"Mon 04-27-2020, 10:00:00 PM",LARCENY,2399,4,1,1451508,1,27,2020,22,1
6D,1708 US THEFT OF MAIL,847,"Sat 04-25-2020, 03:59:00 PM",LARCENY,2310,0,6,1451515,6,25,2020,15,18
6C,484 PC PETTY THEFT,1441,"Sun 04-19-2020, 03:35:00 PM",LARCENY,2399,2,6,1451518,7,19,2020,15,17
6E,459 PC BURG VEHICLE,898,"Mon 04-27-2020, 02:20:00 AM",BURGLARY,2299,01,6,1451519,1,27,2020,02,19
4A,484 PETTY THEFT CLOUT UNLOCKED,1203,"Sun 04-19-2020, 04:30:00 PM",LARCENY,2305,0,4,1451520,7,19,2020,16,9
1A,459 PC BURG VEHICLE,104,"Mon 04-27-2020, 04:49:00 AM",BURGLARY,2299,01,1,1451521,1,27,2020,04,0
1B,459 PC BURG VEHICLE,411,"Tue 04-21-2020, 10:30:00 PM",BURGLARY,2299,01,1,1451523,2,21,2020,22,1
1C,459 PC BURG VEHICLE,426,"Tue 04-21-2020, 03:38:00 AM",BURGLARY,2299,01,1,1451524,2,21,2020,03,2
1A,459 PC BURG VEHICLE,305,"Wed 04-22-2020, 07:00:00 PM",BURGLARY,2299,01,1,1451525,3,22,2020,19,0
6D,459 PC BURG VEHICLE,844,"Wed 04-22-2020, 09:59:00 PM",BURGLARY,2299,01,6,1451526,3,22,2020,21,18
4C,459 PC BURG VEHICLE,1293,"Thu 04-23-2020, 08:30:00 AM",BURGLARY,2299,01,4,1451527,4,23,2020,08,11
2A,459 PC BURG VEHICLE,232,"Sun 04-12-2020, 04:20:00 AM",BURGLARY,2299,01,2,1451528,7,12,2020,04,3
3A,459 PC BURG BUSINESS-FORCE,725,"Tue 04-28-2020, 04:08:00 AM",BURGLARY,2203,0,3,1451531,2,28,2020,04,6
3B,459 PC BURG RESIDENCE-NO FORCE,716,"Mon 04-27-2020, 09:00:00 PM",BURGLARY,2204,0,3,1451535,1,27,2020,21,7
4B,459 PC BURG VEHICLE,958,"Wed 04-29-2020, 04:45:00 AM",BURGLARY,2299,01,4,1451543,3,29,2020,04,10
1A,459 PC BURG VEHICLE,123,"Tue 04-28-2020, 05:00:00 PM",BURGLARY,2299,01,1,1451544,2,28,2020,17,0
2A,459 PC BURG BUSINESS-FORCE,215,"Wed 04-29-2020, 04:44:00 AM",BURGLARY,2203,0,2,1451545,3,29,2020,04,3
6E,484 PETTY THEFT/LICENSE PLATE,1115,"Tue 04-28-2020, 05:00:00 PM",LARCENY,2399,4,6,1451549,2,28,2020,17,19
4C,459.5 BURGLARY SHOPLIFT < $950,1285,"Tue 04-28-2020, 02:50:00 PM",BURGLARY,2205,3,4,1451554,2,28,2020,14,11
5B,459 PC BURG RESIDENCE-FORCE,1618,"Tue 04-21-2020, 11:12:00 AM",BURGLARY,2202,0,5,1451559,2,21,2020,11,13
5B,459 PC BURG RESIDENCE-FORCE,1369,"Sun 04-26-2020, 01:47:00 PM",BURGLARY,2202,0,5,1451562,7,26,2020,13,13
6C,O/S AGENCY  10851 VC LOCATE,1424,"Tue 04-28-2020, 02:40:00 AM",AUTO THEFT,2404,13,6,1451570,2,28,2020,02,17
2A,459 PC BURG BUSINESS-NO FORCE,215,"Wed 04-29-2020, 06:59:00 AM",BURGLARY,2205,0,2,1451574,3,29,2020,06,3
5A,212.5(A)ROBBERY-INHAB DWELLING,1371,"Tue 04-28-2020, 07:18:00 PM",ROBBERY,1299,3,5,1451575,2,28,2020,19,12
6D,484 PC PETTY THEFT,853,"Tue 04-28-2020, 12:18:00 PM",LARCENY,2399,2,6,1451593,2,28,2020,12,18
1A,459 PC BURG VEHICLE,304,"Fri 04-24-2020, 03:45:00 PM",BURGLARY,2299,01,1,1451611,5,24,2020,15,0
3M,459 PC BURG VEHICLE,751,"Sun 04-26-2020, 02:15:00 AM",BURGLARY,2299,01,3,1451613,7,26,2020,02,8
3A,459 PC BURG VEHICLE,723,"Sun 04-26-2020, 11:15:00 AM",BURGLARY,2299,01,3,1451615,7,26,2020,11,6
6E,459 PC BURG VEHICLE,898,"Sun 04-26-2020, 09:00:00 PM",BURGLARY,2299,01,6,1451617,7,26,2020,21,19
1C,211 PC ROBBERY-UNSPECIFIED,447,"Tue 04-28-2020, 07:36:00 PM",ROBBERY,1299,0,1,1451618,2,28,2020,19,2
6C,459 PC BURG VEHICLE,1445,"Mon 04-27-2020, 12:00:00 AM",BURGLARY,2299,01,6,1451619,1,27,2020,00,17
6E,459 PC BURG VEHICLE,878,"Sun 04-26-2020, 10:00:00 PM",BURGLARY,2299,01,6,1451620,7,26,2020,22,19
2C,459 PC BURG VEHICLE,626,"Sun 04-26-2020, 01:00:00 AM",BURGLARY,2299,01,2,1451621,7,26,2020,01,5
3A,459 PC BURG VEHICLE,723,"Sun 04-26-2020, 12:50:00 PM",BURGLARY,2299,01,3,1451623,7,26,2020,12,6
3B,459 PC BURG VEHICLE,787,"Tue 04-28-2020, 08:21:00 AM",BURGLARY,2299,01,3,1451624,2,28,2020,08,7
2B,459 PC BURG VEHICLE,553,"Thu 03-12-2020, 11:56:00 PM",BURGLARY,2299,01,2,1451625,4,12,2020,23,4
6D,459 PC BURG VEHICLE,861,"Fri 03-13-2020, 03:00:00 PM",BURGLARY,2299,01,6,1451626,5,13,2020,15,18
3A,459 PC BURG VEHICLE,762,"Sun 03-15-2020, 03:27:00 PM",BURGLARY,2299,01,3,1451627,7,15,2020,15,6
6C,459 PC BURG VEHICLE,1406,"Mon 04-13-2020, 05:20:00 AM",BURGLARY,2299,01,6,1451628,1,13,2020,05,17
6E,459 PC BURG VEHICLE,878,"Wed 04-29-2020, 01:05:00 PM",BURGLARY,2299,01,6,1451630,3,29,2020,13,19
4A,459 PC BURG VEHICLE,923,"Wed 04-29-2020, 12:00:00 AM",BURGLARY,2299,01,4,1451634,3,29,2020,00,9
3A,459 PC BURG VEHICLE,786,"Sat 04-11-2020, 12:00:00 AM",BURGLARY,2299,01,3,1451635,6,11,2020,00,6
4A,O/S AGENCY  10851 VC LOCATE,903,"Tue 04-28-2020, 11:55:00 PM",AUTO THEFT,2404,13,4,1451636,2,28,2020,23,9
6C,O/S AGENCY  10851 VC LOCATE,1411,"Wed 04-29-2020, 11:08:00 AM",AUTO THEFT,2404,13,6,1451641,3,29,2020,11,17
3A,459 PC BURG BUSINESS-NO FORCE,725,"Wed 04-29-2020, 12:58:00 AM",BURGLARY,2205,0,3,1451647,3,29,2020,00,6
6C,484 PC PETTY THEFT,1441,"Wed 04-29-2020, 06:05:00 AM",LARCENY,2399,2,6,1451652,3,29,2020,06,17
3A,459 PC BURG RESIDENCE-FORCE,765,"Wed 04-29-2020, 09:15:00 PM",BURGLARY,2202,0,3,1451655,3,29,2020,21,6
5C,211 PC ROBBERY-UNSPECIFIED,1605,"Wed 04-29-2020, 07:44:00 AM",ROBBERY,1299,0,5,1451656,3,29,2020,07,14
6E,484 PC PETTY THEFT,1102,"Wed 04-22-2020, 10:59:00 PM",LARCENY,2399,2,6,1451664,3,22,2020,22,19
1B,487(A) PC GRAND THEFT >$950,422,"Thu 04-23-2020, 02:30:00 PM",LARCENY,2303,1,1,1451665,4,23,2020,14,1
4A,487(A) PC GRAND THEFT >$950,934,"Tue 04-28-2020, 12:00:00 AM",LARCENY,2303,1,4,1451667,2,28,2020,00,9
6B,484 PC PETTY THEFT,1401,"Thu 04-23-2020, 08:48:00 AM",LARCENY,2399,2,6,1451671,4,23,2020,08,16
3B,484 PC PETTY THEFT,736,"Sat 04-25-2020, 03:00:00 AM",LARCENY,2399,2,3,1451675,6,25,2020,03,7
6B,485 PC PETTY THFT LOST PROP-M,1054,"Tue 04-28-2020, 01:56:00 PM",THEFT,2399,3,6,1451681,2,28,2020,13,16
5B,484 PC PETTY THEFT,1602,"Wed 04-22-2020, 09:00:00 PM",LARCENY,2399,2,5,1451685,3,22,2020,21,13
6E,487(A) PC GRAND THEFT >$950,873,"Thu 04-23-2020, 05:00:00 PM",LARCENY,2303,1,6,1451689,4,23,2020,17,19
4A,487(A) GRAND THFT-RECYCL METAL,924,"Sat 04-25-2020, 11:00:00 PM",LARCENY,2399,23,4,1451691,6,25,2020,23,9
6E,484 PC PETTY THEFT,877,"Sat 04-25-2020, 10:38:00 AM",LARCENY,2399,2,6,1451693,6,25,2020,10,19
1A,487(A) PC GRAND THEFT >$950,136,"Fri 04-24-2020, 12:30:00 PM",LARCENY,2303,1,1,1451695,5,24,2020,12,0
1A,484 PC PETTY THEFT,123,"Thu 04-23-2020, 12:00:00 AM",LARCENY,2399,2,1,1451696,4,23,2020,00,0
2A,484 PETTY THEFT CLOUT UNLOCKED,226,"Mon 04-20-2020, 04:10:00 AM",LARCENY,2305,0,2,1451698,1,20,2020,04,3
6D,484 PETTY THEFT CLOUT UNLOCKED,811,"Wed 04-22-2020, 02:00:00 AM",LARCENY,2305,0,6,1451709,3,22,2020,02,18
3A,484 PC PETTY THEFT,707,"Sat 04-18-2020, 09:30:00 AM",LARCENY,2399,2,3,1451710,6,18,2020,09,6
4B,484 PC PETTY THEFT,966,"Fri 04-24-2020, 09:00:00 PM",LARCENY,2399,2,4,1451712,5,24,2020,21,10
6D,484 PETTY THEFT CLOUT UNLOCKED,844,"Fri 04-24-2020, 12:00:00 AM",LARCENY,2305,0,6,1451714,5,24,2020,00,18
1A,484 PC PETTY THEFT,116,"Fri 04-24-2020, 07:35:00 PM",LARCENY,2399,2,1,1451715,5,24,2020,19,0
1A,487(A) PC GRAND THEFT >$950,313,"Sat 04-25-2020, 12:30:00 PM",LARCENY,2303,1,1,1451717,6,25,2020,12,0
3A,459 PC BURG BUSINESS-FORCE,725,"Fri 04-24-2020, 12:14:00 AM",BURGLARY,2203,0,3,1451718,5,24,2020,00,6
6B,459 PC BURG BUSINESS-FORCE,1086,"Mon 04-27-2020, 12:55:00 AM",BURGLARY,2203,0,6,1451719,1,27,2020,00,16
6C,484 PC PETTY THEFT,1113,"Tue 03-03-2020, 08:00:00 AM",LARCENY,2399,2,6,1451721,2,03,2020,08,17
3A,484 PETTY THEFT/LICENSE PLATE,701,"Tue 04-28-2020, 07:45:00 AM",LARCENY,2399,4,3,1451735,2,28,2020,07,6
6C,487(A) PC GRAND THEFT >$950,1411,"Wed 01-29-2020, 08:40:00 AM",LARCENY,2303,1,6,1451736,3,29,2020,08,17
1C,496D(A) PURCH STLN VEH-FEL,419,"Wed 04-29-2020, 03:48:00 PM",STOLEN PROP,2803,04,1,1451742,3,29,2020,15,2
6D,459 PC BURG BUSINESS-FORCE,861,"Thu 04-30-2020, 12:45:00 AM",BURGLARY,2203,0,6,1451751,4,30,2020,00,18
3B,459 PC BURG VEHICLE,717,"Wed 04-29-2020, 02:00:00 AM",BURGLARY,2299,01,3,1451760,3,29,2020,02,7
2A,O/S AGENCY  10851 VC LOCATE,205,"Wed 04-29-2020, 01:39:00 PM",AUTO THEFT,2404,13,2,1451767,3,29,2020,13,3
2B,602 PC TRESPASS,564,"Wed 04-29-2020, 03:30:00 PM",PRIVACY,5707,0,2,1451780,3,29,2020,15,4
4C,602 PC TRESPASS,1285,"Thu 04-30-2020, 05:54:00 AM",PRIVACY,5707,0,4,1451805,4,30,2020,05,11
4A,484 PC PETTY THEFT,927,"Tue 04-21-2020, 02:35:00 PM",LARCENY,2399,2,4,1451816,2,21,2020,14,9
4A,484 PETTY THEFT CLOUT UNLOCKED,933,"Tue 04-21-2020, 10:00:00 PM",LARCENY,2305,0,4,1451817,2,21,2020,22,9
4A,459 PC BURG VEHICLE,916,"Tue 04-21-2020, 08:00:00 PM",BURGLARY,2299,01,4,1451821,2,21,2020,20,9
4A,484 PC PETTY THEFT,915,"Mon 04-20-2020, 02:00:00 PM",LARCENY,2399,2,4,1451828,1,20,2020,14,9
5A,487(A) PC GRAND THEFT >$950,1506,"Wed 04-22-2020, 10:33:00 AM",LARCENY,2303,1,5,1451829,3,22,2020,10,12
1A,484 PC PETTY THEFT,123,"Wed 04-22-2020, 01:36:00 PM",LARCENY,2399,2,1,1451830,3,22,2020,13,0
6C,459 PC BURG RESIDENCE-NO FORCE,1405,"Wed 04-15-2020, 07:18:00 PM",BURGLARY,2204,0,6,1451832,3,15,2020,19,17
4C,484 PC PETTY THEFT,1301,"Wed 04-22-2020, 09:00:00 PM",LARCENY,2399,2,4,1451833,3,22,2020,21,11
1B,484 PETTY THEFT CLOUT UNLOCKED,451,"Fri 04-17-2020, 07:45:00 PM",LARCENY,2305,0,1,1451838,5,17,2020,19,1
5B,484 PETTY THEFT CLOUT UNLOCKED,1604,"Fri 04-24-2020, 07:30:00 AM",LARCENY,2305,0,5,1451839,5,24,2020,07,13
1C,484 PC PETTY THEFT,426,"Thu 04-23-2020, 12:45:00 AM",LARCENY,2399,2,1,1451840,4,23,2020,00,2
3B,484 PC PETTY THEFT,748,"Tue 04-21-2020, 08:00:00 AM",LARCENY,2399,2,3,1451842,2,21,2020,08,7
1B,484 PC PETTY THEFT,404,"Thu 04-23-2020, 11:02:00 AM",LARCENY,2399,2,1,1451844,4,23,2020,11,1
4A,484 PETTY THEFT CLOUT UNLOCKED,906,"Mon 04-20-2020, 11:00:00 PM",LARCENY,2305,0,4,1451845,1,20,2020,23,9
1A,459 PC BURG RESIDENCE-NO FORCE,336,"Wed 04-22-2020, 08:00:00 PM",BURGLARY,2204,0,1,1451847,3,22,2020,20,0
4C,484 PETTY THEFT CLOUT UNLOCKED,1251,"Tue 04-21-2020, 10:05:00 PM",LARCENY,2305,0,4,1451848,2,21,2020,22,11
6D,211 PC ROBBERY-BUSINESS,855,"Thu 04-30-2020, 02:05:00 PM",ROBBERY,1299,2,6,1451859,4,30,2020,14,18
5C,487(C) GRAND THEFT-PERS <$950,1634,"Thu 04-30-2020, 04:26:00 PM",LARCENY,2301,0A,5,1451876,4,30,2020,16,14
2A,459 PC BURG BUSINESS-FORCE,232,"Tue 04-28-2020, 08:59:00 PM",BURGLARY,2203,0,2,1451879,2,28,2020,20,3
5C,484 PC PETTY THEFT,1639,"Mon 04-20-2020, 03:20:00 PM",LARCENY,2399,2,5,1451880,1,20,2020,15,14
2C,484 PC PETTY THEFT,611,"Wed 04-29-2020, 10:13:00 AM",LARCENY,2399,2,2,1451883,3,29,2020,10,5
4C,459 PC BURG BUSINESS-FORCE,1331,"Fri 04-24-2020, 08:00:00 PM",BURGLARY,2203,0,4,1451896,5,24,2020,20,11
4C,487(A) GRAND THFT-RECYCL METAL,1331,"Fri 04-24-2020, 07:00:00 PM",LARCENY,2399,23,4,1451899,5,24,2020,19,11
5B,459 PC BURG RESIDENCE-FORCE,1621,"Mon 04-27-2020, 01:00:00 PM",BURGLARY,2202,0,5,1451904,1,27,2020,13,13
6E,459 PC BURG VEHICLE,888,"Tue 04-28-2020, 12:00:00 AM",BURGLARY,2299,01,6,1451905,2,28,2020,00,19
3A,602 PC TRESPASS,776,"Tue 04-28-2020, 10:01:00 PM",PRIVACY,5707,0,3,1451907,2,28,2020,22,6
